"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1256010311871520768","https://twitter.com/statsgen/status/1256010311871520768","@scottishnp Not online but I can send it to you if you drop me an email","2020-04-30 23:59 +0000","72.0","4.0","0.05555555555555555","0.0","0.0","0.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255678471348469760","https://twitter.com/statsgen/status/1255678471348469760","@StatSocAus @aidybarnett @drpetebaker @BeST_MYM @BHarrap @Cwernlim @aidybarnett has some wicked camera filter or it's a projection screen shaped like him!","2020-04-30 02:00 +0000","280.0","3.0","0.010714285714285714","0.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255444241289019392","https://twitter.com/statsgen/status/1255444241289019392","@robjhyndman @NswSsa True 😆 @TresBienHien you need to get on top of it!","2020-04-29 10:30 +0000","297.0","6.0","0.020202020202020204","0.0","1.0","2.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255355945665941505","https://twitter.com/statsgen/status/1255355945665941505","@StatSocAus Yes I hope it works out so I could join the next one!","2020-04-29 04:39 +0000","89.0","2.0","0.02247191011235955","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255346956223774720","https://twitter.com/statsgen/status/1255346956223774720","@StatSocAus Sounds a lot of fun! I would join if I didn't have a meeting on at the same time :S","2020-04-29 04:03 +0000","217.0","1.0","0.004608294930875576","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255030185922973698","https://twitter.com/statsgen/status/1255030185922973698","It's beginning! 
https://t.co/rxxKjHt0Ku https://t.co/lmDzx7IwN9","2020-04-28 07:04 +0000","1213.0","128.0","0.1055234954657873","0.0","0.0","6.0","0.0","15.0","0.0","12.0","0.0","0","0","0","0","0","95","95","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1255028412533506048","https://twitter.com/statsgen/status/1255028412533506048","@nnie_nl @EvaMaeRey Ah okay in that case could you try css: [default, rladies, rladies-fonts, ninjutsu]. flipbookr needs ninjutsu the way it is currently programmed","2020-04-28 06:57 +0000","238.0","6.0","0.025210084033613446","0.0","1.0","1.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1254544641015218176","https://twitter.com/statsgen/status/1254544641015218176","@EvaMaeRey @nnie_nl Sure, @nnie_nl could you share your code to me? Or could you let me know which rladies theme you are using?","2020-04-26 22:55 +0000","275.0","8.0","0.02909090909090909","0.0","1.0","2.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1254344942714892288","https://twitter.com/statsgen/status/1254344942714892288","I've registered for #COVIDSafe https://t.co/F6q9aauW4P","2020-04-26 09:41 +0000","2380.0","162.0","0.0680672268907563","0.0","0.0","12.0","5.0","3.0","5.0","25.0","0.0","0","0","0","0","0","112","112","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1253259366808956933","https://twitter.com/statsgen/status/1253259366808956933","@CEBuddenhagen Super! Feel free to let me know if you have issues","2020-04-23 09:48 +0000","211.0","2.0","0.009478672985781991","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
